"","employers.id","employers.name","employers.website","employers.isEEP","employers.exactMatch","employers.industry","employers.numberOfRatings","employers.squareLogo","employers.overallRating","employers.ratingDescription","employers.cultureAndValuesRating","employers.seniorLeadershipRating","employers.compensationAndBenefitsRating","employers.careerOpportunitiesRating","employers.workLifeBalanceRating","employers.recommendToFriendRating","employers.featuredReview.id","employers.featuredReview.currentJob","employers.featuredReview.reviewDateTime","employers.featuredReview.jobTitle","employers.featuredReview.location","employers.featuredReview.jobTitleFromDb","employers.featuredReview.headline","employers.featuredReview.pros","employers.featuredReview.cons","employers.featuredReview.overall","employers.featuredReview.overallNumeric","employers.ceo.name","employers.ceo.title","employers.ceo.numberOfRatings","employers.ceo.pctApprove","employers.ceo.pctDisapprove"
"93",15806,"Columbian Financial Group","www.cfglife.com",FALSE,FALSE,"Insurance Carriers",4,"",4.5,"Very Satisfied","0.0","0.0","0.0","0.0","0.0","0.0",4596936,TRUE,"2014-07-17 06:43:44.447","Employee Relations and Staffing Specialist","Binghamton, NY","Employee Relations and Staffing Specialist","Employee relations","Good salary and benefits.  Great corporate culture.","Difficult to move up the ladder.",4,4,"Thomas E. Rattman","Chairman, President, and CEO",3,100,0
"94",376554,"SIFMA","www.sifma.org",FALSE,FALSE,"Investment Banking & Asset Management",7,"https://media.glassdoor.com/sqll/376554/sifma-squarelogo.png",3.5,"Satisfied","0.0","0.0","0.0","0.0","0.0","0.0",4019094,FALSE,"2014-04-07 18:48:44.923","Legal Department","New York, NY","Legal Department","Nice corporate culture, great work-life balance","When I worked there, which was quite a while ago, it had collaborative atmosphere. People were pleasant and genuinely supportive.  It was fun and interesting to monitor  cutting edge developments of the regulations of the markets.   Also fun to be the hub and conduit for communication among brokerage firms and regulators. Really got to meet the movers and shakers in the industry.
The perq was if you did the job right (meaning learn the market and build a big ""rolodex"" including gov. regulators) you could go to a big brokerage house and make decent money afterwards.
At the time I had a boss that encouraged personal development and very supportive of doing whatever was necessary to engage members.","When I was there the company was transitioning from being more laid back to increase its relevance.  That meant developing creative initiatives to better engage members.  To do the job right really required lots of meetings, lunches or dinners with members in order to have a always current and relevant grasp on what was happening on the street.   Thereafter, written work still needed to be completed so days could be pretty long.
There was opportunity for personal growth, but not so much for promotions.  Very narrow organizational pyramid with little turnover.",4,4,NA,NA,NA,NA,NA
"95",453890,"Naok Financial","www.naokfinancial.com",FALSE,FALSE,"Investment Banking & Asset Management",3,"https://media.glassdoor.com/sqll/453890/naok-financial-squarelogo.png",3.7,"Satisfied","0.0","0.0","0.0","0.0","0.0","0.0",1997831,FALSE,"2012-09-27 18:40:11.97","Financial Analyst","New York, NY","Financial Analyst","Good place to start your career","Wall Street location, Small company - you have an opportunity to get involved and learned many different things. Everyone seems to be involved in many different projects.","Poor communication, the owner of the company doesn't care about his employees. 
Dissatisfied employees resign and move to different companies. - A lot of lost talent",4,4,"Chris Giuffrida","Managing Partner",0,0,100
"96",337434,"Virtu Financial","www.virtufinancial.com",FALSE,FALSE,"Computer Hardware & Software",10,"https://media.glassdoor.com/sqll/337434/virtu-financial-squarelogo-1387227091224.png",3.6,"Satisfied","0.0","0.0","0.0","0.0","0.0","0.0",3207450,TRUE,"2013-10-20 18:04:09.583","Trader","New York, NY","Trader","Work Hard, Learn Lots, Earn Well","You will learn a ton, and make good money, and work with great people.  Overall working with great and smart people is the best part.  You have to be proactive to be successful here.","If you don't love market making and arbitrage, this is not the place for you.  The hours are long so only do this job if you love the area.  Doesn't have the cushiness of a fortune 500 company--you can't disappear into a back corner.",5,5,"Vincent Viola","Chairman and CEO",2,100,0
"97",411618,"Springleaf Finance","www.springleaffinancial.com",FALSE,FALSE,"Investment Banking & Asset Management",174,"https://media.glassdoor.com/sqll/411618/springleaf-finance-squarelogo-1386888322274.png",3.3,"OK","3.1","2.6","3.1","2.7","3.1","0.5",2542850,TRUE,"2013-04-08 18:19:47.347","Financial Representative","Brooklyn, NY","Financial Representative","okay for entry level person to receive financial experience","Good financial experience in all aspects of finance. Lending, retail, collections and etc.  Good sub prime lending experience.","Poor growth opportunity. lower then average salaries.",3,3,"Jay Levine","President & CEO",38,70,30
"98",286983,"KBC Financial Products USA","www.kbcfinancial.com",FALSE,FALSE,"Investment Banking & Asset Management",4,"",4.5,"Very Satisfied","0.0","0.0","0.0","0.0","0.0","0.0",3211931,FALSE,"2013-10-21 15:36:53.113","Employee","New York, NY",NA,"Amazing company, so sad that it no longer exists","Smart people, lots of opportunity to show your stuff and shine, supportive upper management (at least within IT), not a lot of bureaucracy that you would get at a larger organization.","Not a huge focus on formal training - you are expected to learn as you go (which can also be a positive).

Some of the lack of bureaucracy could be maddening at times, though that is the challenge, to find the sweet spot.",5,5,"Thomas Krorossy","Managing Director",0,0,100
"99",14,"BankUnited","www.bankunited.com",FALSE,FALSE,"Banks & Credit Unions",46,"https://media.glassdoor.com/sqll/14/bankunited-squarelogo-1376426705500.png",2.6,"OK","2.7","2.7","3.6","2.5","2.9","0.5",5948717,TRUE,"2015-02-18 19:46:38.103","Commercial Real Estate Underwriting","New York, NY","Commercial Real Estate Underwriting","Be wary of bonus guidance","Fast growing company
Muzak
Good Midtown Location","2015 bonuses are substantially lower than what my colleagues and I were led to believe they would be at this time last year.",2,2,"John A. Kanas","Chairman, President,  & CEO",19,72,28
"100",39083,"Fidelity National Financial","www.fnf.com",FALSE,FALSE,"Insurance Carriers",67,"https://media.glassdoor.com/sqll/39083/fidelity-national-financial-squarelogo-1387303302197.png",2.9,"OK","2.6","2.6","2.8","2.6","3.1","0.5",3801838,TRUE,"2014-03-03 18:24:21.38","Operations Data Analyst","New York, NY","Operations Data Analyst","Great entry level experience, many diversified branches in large Fortune 500 company.","Resume builder, Fortune 500 company, good management and overall operation.","Limited mobility, lack of reviews and feedback on performance.",4,4,"Raymond R. Quirk","CEO",10,49,51
"101",156369,"WestLake Financial Group","www.westlakefinancialgroup.com",FALSE,FALSE,"Insurance Carriers",36,"https://media.glassdoor.com/sqll/156369/westlake-financial-group-squarelogo.png",2.2,"Dissatisfied","2.3","2.4","2.3","2.3","2.4","0.4",4424937,TRUE,"2014-06-17 23:42:45.977","Systems Analyst","New York, NY","Systems Analyst","Proud to tell people I work for WestLake","Very well known and established company. Unique business model which certainly sticks out when I explain to people exactly what I do.","Obvious long hours but sometimes I can finish my work quickly and get home early.",5,5,"Paul J Burt","President",31,31,69
"102",612097,"Broad Financial","www.broadfinancial.com",FALSE,FALSE,"Investment Banking & Asset Management",1,"",5,"Very Satisfied","0.0","0.0","0.0","0.0","0.0","0.0",1973766,TRUE,"2012-09-20 07:45:50.513","Employee","Monsey, NY",NA,"A good place for straight shooters.","The bosses are very involved, and want to help you help the company grow.
The company is honest, and the product is legitimate. That makes it much easier to participate in the sales proccess.
The working conditions are hospitable with coffee, open workspaces, etc.
If you make your numbers, then you're good to go.","Creatives might suffer a little with the business minded partners who try to compartmentalize the creative work and inject a lot of content, even at the cost of effectiveness.
No good lounging areas. (that might change soon.)
No more free Diet Coke. (Although my own conspicuous consumption might have been a major factor in that decision.)",5,5,"E. Brian Finkelstein","Partner",0,0,100
"103",906832,"Financial Ventures Group","www.ifinancialventures.com",FALSE,FALSE,"Venture Capital & Private Equity",1,"",4,"Satisfied","0.0","0.0","0.0","0.0","0.0","0.0",5720282,TRUE,"2015-01-18 03:02:31.443","Content Writer","New York, NY","Content Writer","Great Intern Experience.","- Global Recognition
- Decent sized footfalls so you get recognition
- Friendly associates
- Ability to work from home
- Work-life balance while in school is really good","One of the big issues with it is the lack of editing. It can go both ways but sometimes if you, as a writer, tend to overlook a few things they generally do not edit it and post it on the internet website as it is so that's something we ought to look out for.",4,4,"Jay Yu","President/CEO",0,0,100
"104",132329,"GunnAllen Financial, Inc.","www.gunnallen.com",FALSE,FALSE,"Investment Banking & Asset Management",5,"",1.8,"Dissatisfied","0.0","0.0","0.0","0.0","0.0","0.0",384978,FALSE,"2010-02-01 19:35:10.58","Wealth Management","New York, NY","Wealth Management","intern","vast amount of opportunites and learning experiences, dealt with a large range of responsibilities during day to day la di da","the internship was not paid, there were no opp. to become paid because it would be out of pocket, people were unprofessional",1,1,"Richard Frueh","CEO",2,47,53
"105",195,"John Deere","www.deere.com",TRUE,FALSE,"Industrial Manufacturing",626,"https://media.glassdoor.com/sqll/195/john-deere-squarelogo.png",3.7,"Satisfied","3.8","3.5","4.0","3.4","3.7","0.8",5748309,TRUE,"2015-01-21 22:50:55.843","Associate","New York, NY","Associate","Great Company","This is a Great Company","There are No Cons None",5,5,"Samuel Allen","Chairman & CEO",312,92,8
"106",34973,"ACA Capital Holdings","www.aca.com",FALSE,FALSE,"Insurance Carriers",2,"",4,"Satisfied","0.0","0.0","0.0","0.0","0.0","0.0",2499910,FALSE,"2013-03-25 16:34:50.963","Summer Analyst","New York, NY","Summer Analyst","A powerful team of successful professionals!","The team is hardworking and kind. The internship experience was fantastic.","The worst thing about working at ACA was knowing the company would have an end because it is a run-off.",5,5,"Raymond J. Brooks","CEO and Director",2,100,0
"107",823791,"ENSO","www.efmactive.com",FALSE,FALSE,"Investment Banking & Asset Management",1,"",5,"Very Satisfied","0.0","0.0","0.0","0.0","0.0","0.0",4767910,TRUE,"2014-08-12 17:21:05.05","Web Applications Developer","New York, NY","Web Applications Developer","Nice start up company","Well managed team.
Talented coworkers.
Salary is not bad.
Using newest technologies.
Well designed project management system makes task tracking way easier.
Various snack, beverage and fruits in office.","Some corners on the office looks a little messy, unused cables and hardwares need to be cleaned up.
Family insurance is too expensive.",5,5,"Matthew Bernard","Partner",1,100,0
"108",462833,"AFS","www.afs.com.au",FALSE,FALSE,"Investment Banking & Asset Management",4,"",3.3,"OK","0.0","0.0","0.0","0.0","0.0","0.0",2660084,TRUE,"2013-05-18 15:51:00.67","Event Coordinator","New York, NY","Event Coordinator","fulfilling, good atmosphere, mission - driven employees","This organization values relationships.Pleasure to work with the colleagues, they are the kind of people that you could be friends if they weren't your colleagues.","Efficiency is not a priority. A little bureaucratic.",4,4,NA,NA,NA,NA,NA
"109",706651,"JBS Financial Services","www.jbsfinancial.com",FALSE,FALSE,"Investment Banking & Asset Management",1,"",1,"Very Dissatisfied","0.0","0.0","0.0","0.0","0.0","0.0",2892904,FALSE,"2013-08-03 10:18:59.553","Associate","New York, NY","Associate","Uncomfortable work environment with no growth potential","Heart of manhattan, close to subway stops, rarely any after-hours commitments","No support, inappropriate behavior, no one cares about employee satisfaction or growth",1,1,"Joseph Sprung","Founder & President",0,0,100
"110",25742,"Great-West Financial","www.greatwest.com",FALSE,FALSE,"Investment Banking & Asset Management",124,"https://media.glassdoor.com/sqll/25742/great-west-financial-squarelogo.png",2.8,"OK","2.7","2.4","3.4","2.7","3.0","0.4",5621065,FALSE,"2015-01-02 13:09:34.047","Account Administrator","New York, NY","Account Administrator","It's Ok","It's a O K agency, nothing exciting","They wait until after 5 to tell you if they will extend contract or not, that sucked",1,1,"Robert L. Reynolds","President & CEO",15,70,30
